url,prov,Kec,Nama File,Nama Feature
F:\WP3WT\@ Integrasi Data\2014\Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Nipah Panjang\ptn_pulau nipah panjang.shp,Jambi,Nipah_Panjang,ptn_pulau,ptn_pulau_Nipah_Panjang
F:\WP3WT\@ Integrasi Data\2014\Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Sadu\ptn_pulau berhala.shp,Jambi,Sadu,ptn_pulau,ptn_pulau_Sadu
F:\WP3WT\@ Integrasi Data\2014\Jambi\2012\Kab. Kerinci\Kec. Danau Kerinci\ptn_danau kerinci.shp,Jambi,Danau_Kerinci,ptn_danau,ptn_danau_Kerinci
F:\WP3WT\@ Integrasi Data\2014\Jambi\2012\Kab. Kerinci\Kec. Keliling Danau\ptn_keliling_danau.shp,Jambi,Keliling_Danau,ptn_keliling_danau.shp,ptn_keliling_danau
F:\WP3WT\@ Integrasi Data\2014\Jambi\2012\Kab. Tanjung Jabung Barat\Kec. Seberang Kota\ptn_seberang_kota.shp,Jambi,Seberang_Kota,ptn_seberang_kota.shp,ptn_seberang_kota
F:\WP3WT\@ Integrasi Data\2014\Jambi\2013\Kab. Tanjung Jabung Timur\Kec. Sadu\ptn_sadu.shp,Jambi,Sadu,ptn_sadu.shp,ptn_sadu
F:\WP3WT\@ Integrasi Data\2014\Jambi\2013\Kota Jambi\Kec. Danau Teluk\ptn_danau_teluk.shp,Jambi,Danau_Teluk,ptn_danau_teluk.shp,ptn_danau_teluk
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2010\Kabupaten Bangka\Kecamatan Merawang\ptn_merawang.shp,Bangka Belitung,Merawang,ptn_merawang.shp,ptn_merawang
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2010\Kabupaten Bangka\Kecamatan Sungai Liat\ptn_sungaiLiat.shp,Bangka Belitung,Sungai_Liat,ptn_sungaiLiat.shp,ptn_sungaiLiat
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2010\Kabupaten Bangka Tengah\Kecamatan Namang\ptn_namang.shp,Bangka Belitung,Namang,ptn_namang.shp,ptn_namang
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2010\Kabupaten Bangka Tengah\Kecamatan Pangkalan Baru\ptn_pangkalanBaru.shp,Bangka Belitung,Pangkal_Baru,ptn_pangkalanBaru.shp,ptn_pangkalanBaru
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2010\Kota Pangkal Pinang\Kecamatan Bukit Intan\ptn_bukitIntan.shp,Bangka Belitung,Bukit_Intan,ptn_bukitIntan.shp,ptn_bukitIntan
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2011\Kabupaten Bangka Selatan\Kecamatan Air Gegas\ptn_airGegas.shp,Bangka Belitung,Air_Gegas,ptn_airGegas.shp,ptn_airGegas
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2011\Kabupaten Bangka Selatan\Kecamatan Toboali\ptn_toboali.shp,Bangka Belitung,Toboali,ptn_toboali.shp,ptn_toboali
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2011\Kabupaten Bangka Selatan\Kecamatan Tukak Sadai\ptn_tukakSadai.shp,Bangka Belitung,Tukak_Sadai,ptn_tukakSadai.shp,ptn_tukakSadai
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2011\Kabupaten Bangka Tengah\Kecamatan Koba\ptn_koba.shp,Bangka Belitung,Koba,ptn_koba.shp,ptn_koba
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2011\Kabupaten Bangka Tengah\Kecamatan Lubuk Besar\ptn_lubukBesar.shp,Bangka Belitung,Lubuk_Besar,ptn_lubukBesar.shp,ptn_lubukBesar
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2012\Kabupaten Bangka\Kecamatan Mendo Barat\ptn_mendoBarat.shp,Bangka Belitung,Mendo_Barat,ptn_mendoBarat.shp,ptn_mendoBarat
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2012\Kabupaten Bangka\Kecamatan Puding Besar\ptn_pudingBesar.shp,Bangka Belitung,Puding_Besar,ptn_pudingBesar.shp,ptn_pudingBesar
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2012\Kabupaten Bangka Barat\Kecamatan Tempilang\ptn_tempilang.shp,Bangka Belitung,Tempilang,ptn_tempilang.shp,ptn_tempilang
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2012\Kabupaten Bangka Selatan\Kecamatan Pulau Besar\ptn_pulauBesar.shp,Bangka Belitung,Pulau_Besar,ptn_pulauBesar.shp,ptn_pulauBesar
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2012\Kabupaten Bangka Selatan\Kecamatan Simpang Rimba\ptn_simpangRimba.shp,Bangka Belitung,Simpang_Rimba,ptn_simpangRimba.shp,ptn_simpangRimba
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2012\Kabupaten Bangka Tengah\Kecamatan Sungai Selan\ptn_sungaiSelan.shp,Bangka Belitung,Sungai_Selan,ptn_sungaiSelan.shp,ptn_sungaiSelan
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2013\Kabupaten Bangka Barat\Kecamatan Jebus\ptn_jebus.shp,Bangka Belitung,Jebus,ptn_jebus.shp,ptn_jebus
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2013\Kabupaten Bangka Barat\Kecamatan Kelapa\ptn_kelapa.shp,Bangka Belitung,Kelapa,ptn_kelapa.shp,ptn_kelapa
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2013\Kabupaten Bangka Barat\Kecamatan Muntok\ptn_muntok.shp,Bangka Belitung,Muntok,ptn_muntok.shp,ptn_muntok
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2013\Kabupaten Bangka Barat\Kecamatan Parittiga\ptn_parittiga.shp,Bangka Belitung,Parittiga,ptn_parittiga.shp,ptn_parittiga
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2013\Kabupaten Bangka Barat\Kecamatan Simpang Teritip\ptn_simpangTeritip.shp,Bangka Belitung,Simpang_Teritip,ptn_simpangTeritip.shp,ptn_simpangTeritip
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2014\Kabupaten Bangka\Kecamatan Belinyu\ptn_belinyu.shp,Bangka Belitung,Belinyu,ptn_belinyu.shp,ptn_belinyu
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2014\Kabupaten Bangka\Kecamatan Riau Silip\ptn_riauSilip.shp,Bangka Belitung,Riau_Silip,ptn_riauSilip.shp,ptn_riauSilip
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2014\Kabupaten Belitung\Kecamatan Sijuk\ptn_sijuk.shp,Bangka Belitung,Sijuk,ptn_sijuk.shp,ptn_sijuk
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI BABEL 2015\2014\Kabupaten Belitung\Kecamatan Tanjungpandan\ptn_tanjungpandan.shp,Bangka Belitung,Tanjungpandan,ptn_tanjungpandan.shp,ptn_tanjungpandan
F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\8. Bangka Belitung 2014\Inventarisasi Wilayah Pesisir Babel 2014\1. Spasial\SHP\Kab. Bangka\Kec. Belinyu\ptn_belinyu.shp,Bangka Belitung,Belinyu,ptn_belinyu.shp,ptn_belinyu
F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\8. Bangka Belitung 2014\Inventarisasi Wilayah Pesisir Babel 2014\1. Spasial\SHP\Kab. Belitung\Kecamatan Membalong\Penggunaan Tanah\ptn_membalong.shp,Bangka Belitung,Membalo_Tanah,ptn_membalong.shp,ptn_membalong
F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\8. Bangka Belitung 2014\Inventarisasi Wilayah Pesisir Babel 2014\1. Spasial\SHP\Kab. Belitung\Kecamatan Sijuk\Penggunaan Tanah\ptn_sijuk.shp,Bangka Belitung,Tanah,ptn_sijuk.shp,ptn_sijuk
F:\WP3WT\Hasil Inventarisasi Daerah\@ Data Inventarisasi Daerah 2013-2014-2015-2016\2014\8. Bangka Belitung 2014\Inventarisasi Wilayah Pesisir Babel 2014\1. Spasial\SHP\Kab. Belitung\Kecamatan Tanjung Pandan\Penggunaan Tanah\ptn_tanjung_pandan.shp,Bangka Belitung,Tanjung_Tanah,ptn_tanjung_pandan.shp,ptn_tanjung_pandan
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI NTB 2015\2011\Kab. Lombok Barat\Kec. Batu Layar\ptn_batuLayar.shp,NTB,Batu_Layar,ptn_batuLayar.shp,ptn_batuLayar
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI NTB 2015\2011\Kab. Lombok Barat\Kec. Lembar\ptn_lembar.shp,NTB,Lembar,ptn_lembar.shp,ptn_lembar
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI NTB 2015\2011\Kab. Lombok Tengah\Kec. Praya Barat\ptn_prayaBarat.shp,NTB,Praya_Barat,ptn_prayaBarat.shp,ptn_prayaBarat
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI NTB 2015\2011\Kab. Lombok Timur\Kec. Pringgabaya\ptn_pringgabaya.shp,NTB,Pringgabaya,ptn_pringgabaya.shp,ptn_pringgabaya
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI NTB 2015\2011\Kab. Lombok Timur\Kec. Sakra Timur\ptn_sakraTimur.shp,NTB,Sakra_Timur,ptn_sakraTimur.shp,ptn_sakraTimur
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI NTB 2015\2013\Kabupaten Bima\Kecamatan Wera\ptn_wera.shp,NTB,Wera,ptn_wera.shp,ptn_wera
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2010\Kab. Keerom\Kec. Waris\ptn_waris.shp,Papua,Waris,ptn_waris.shp,ptn_waris
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Boven Digoel\Kec. Sesnuk\ptn_sesnuk.shp,Papua,Sesnuk,ptn_sesnuk.shp,ptn_sesnuk
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Merauke\Kec. Elikobel\ptn_elikobel.shp,Papua,Elikobel,ptn_elikobel.shp,ptn_elikobel
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Merauke\Kec. Merauke\ptn_merauke.shp,Papua,Merauke,ptn_merauke.shp,ptn_merauke
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Merauke\Kec. Naukenjerai\ptn_naukenjerai.shp,Papua,Naukenjerai,ptn_naukenjerai.shp,ptn_naukenjerai
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Merauke\Kec. Sota\ptn_sota.shp,Papua,Sota,ptn_sota.shp,ptn_sota
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Merauke\Kec. Ulilin\ptn_ulilin.shp,Papua,Ulilin,ptn_ulilin.shp,ptn_ulilin
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2011\Kab. Sarmi\Pulau Liki\ptn_liki.shp,Papua,Pulau_Liki,ptn_liki.shp,ptn_liki
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2012\Kab. Boven Digoel\Kec. Ambatkwi\ptn_ambatkwi.shp,Papua,Ambatkwi,ptn_ambatkwi.shp,ptn_ambatkwi
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2012\Kab. Boven Digoel\Kec. Kombut\ptn_kombut.shp,Papua,Kombut,ptn_kombut.shp,ptn_kombut
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2012\Kab. Boven Digoel\Kec. Ninati\ptn_ninati.shp,Papua,Ninati,ptn_ninati.shp,ptn_ninati
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2012\Kab. Boven Digoel\Kec. Waropko\ptn_waropko.shp,Papua,Waropko,ptn_waropko.shp,ptn_waropko
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2013\Kab. Pegunungan Bintang\Kec. Batom\ptn_batom.shp,Papua,Batom,ptn_batom.shp,ptn_batom
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2013\Kab. Pegunungan Bintang\Kec. Iwur\ptn_iwur.shp,Papua,Iwur,ptn_iwur.shp,ptn_iwur
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2013\Kab. Pegunungan Bintang\Kec. Mofinop\ptn_mofinop.shp,Papua,Mofinop,ptn_mofinop.shp,ptn_mofinop
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2013\Kab. Pegunungan Bintang\Kec. Tarub\ptn_tarub.shp,Papua,Tarub,ptn_tarub.shp,ptn_tarub
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2013\Kec. Jayapura Selatan\ptn_jayapuraSelatan.shp,Papua,Jayapura_Selatan,ptn_jayapuraSelatan.shp,ptn_jayapuraSelatan
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2014\Kab. Jayapura\Kec. Sentani Timur\ptn_sentaniTimur.shp,Papua,Sentani_Timur,ptn_sentaniTimur.shp,ptn_sentaniTimur
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2014\Kab. Keerom\Kec. Towe\ptn_towe.shp,Papua,Towe,ptn_towe.shp,ptn_towe
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2014\Kab. Keerom\Kec. Web\ptn_web.shp,Papua,Web,ptn_web.shp,ptn_web
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2014\Kab. Pegunungan Bintang\Kec. Murkim\ptn_murkim.shp,Papua,Murkim,ptn_murkim.shp,ptn_murkim
F:\WP3WT\@ Integrasi Data\2015\INTEGRASI PAPUA 2015\2014\Kab. Pegunungan Bintang\Kec. Oksamol\ptn_oksamol.shp,Papua,Oksamol,ptn_oksamol.shp,ptn_oksamol
