url,prov,Kec,Nama File,Nama Feature
F:\WP3WT\@ Integrasi Data\2013\26 Sulteng\2012\Kabupaten Parigi Mountong\Kecamatan Siniu\ptn_siniu.shp,Sulawesi Tengah,Siniu,ptn_siniu.shp,ptn_siniu
F:\WP3WT\@ Integrasi Data\2013\26 Sulteng\2012\Kabupaten Parigi Mountong\Kecamatan Toribulu\ptn_toribulu.shp,Sulawesi Tengah,Toribulu,ptn_toribulu.shp,ptn_toribulu
F:\WP3WT\@ Integrasi Data\2013\26 Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Balinggi\ptn_balinggi.shp,Sulawesi Tengah,Balinggi,ptn_balinggi.shp,ptn_balinggi
F:\WP3WT\@ Integrasi Data\2013\26 Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Parigi\ptn_parigi.shp,Sulawesi Tengah,Parigi,ptn_parigi.shp,ptn_parigi
F:\WP3WT\@ Integrasi Data\2013\26 Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Parigi Selatan\ptn_parigiSelatan.shp,Sulawesi Tengah,Parigi_Selatan,ptn_parigiSelatan.shp,ptn_parigiSelatan
F:\WP3WT\@ Integrasi Data\2013\26 Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Torue\ptn_torue.shp,Sulawesi Tengah,Torue,ptn_torue.shp,ptn_torue
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2010\Kabupaten Parigi Moutong\Kecamatan Parigi Tengah\ptn_parigiTengah.shp,Sulawesi Tengah,Parigi_Tengah,ptn_parigiTengah.shp,ptn_parigiTengah
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2010\Kabupaten Parigi Moutong\Kecamatan Parigi Utara\ptn_parigiUtara.shp,Sulawesi Tengah,Parigi_Utara,ptn_parigiUtara.shp,ptn_parigiUtara
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2010\Kabupaten Tojo Una Una\Kecamatan Tojo\ptn_tojo.shp,Sulawesi Tengah,Tojo,ptn_tojo.shp,ptn_tojo
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2010\Kabupaten Tojo Una Una\Kecamatan Ulubongka\ptn_ulubongka.shp,Sulawesi Tengah,Ulubongka,ptn_ulubongka.shp,ptn_ulubongka
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2011\Banggai\Kecamatan Bunto\ptn_bunta.shp,Sulawesi Tengah,Bunto,ptn_bunta.shp,ptn_bunta
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2011\Banggai\Kecamatan Nuhon\ptn_nuhon.shp,Sulawesi Tengah,Nuhon,ptn_nuhon.shp,ptn_nuhon
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2011\Tojo Una-Una\Kecamatan Ampana Kota\ptn-ampanaKota.shp,Sulawesi Tengah,Ampana_Kota,ptn-ampanaKota.shp,ptn-ampanaKota
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2011\Tojo Una-Una\Kecamatan Ampana Tete\ptn_ampanaTete.shp,Sulawesi Tengah,Ampana_Tete,ptn_ampanaTete.shp,ptn_ampanaTete
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2011\Tojo Una-Una\Kecamatan Tojo Barat\ptn_tojoBarat.shp,Sulawesi Tengah,Tojo_Barat,ptn_tojoBarat.shp,ptn_tojoBarat
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2012\Kabupaten Parigi Mountong\Kecamatan Ambibabo\ptn_ambibabo.shp,Sulawesi Tengah,Ambibabo,ptn_ambibabo.shp,ptn_ambibabo
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2012\Kabupaten Parigi Mountong\Kecamatan Kasimbar\ptn_kasimbar.shp,Sulawesi Tengah,Kasimbar,ptn_kasimbar.shp,ptn_kasimbar
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2012\Kabupaten Parigi Mountong\Kecamatan Siniu\ptn_siniu.shp,Sulawesi Tengah,Siniu,ptn_siniu.shp,ptn_siniu
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2012\Kabupaten Parigi Mountong\Kecamatan Toribulu\ptn_toribulu.shp,Sulawesi Tengah,Toribulu,ptn_toribulu.shp,ptn_toribulu
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Balinggi\ptn_balinggi.shp,Sulawesi Tengah,Balinggi,ptn_balinggi.shp,ptn_balinggi
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Parigi\ptn_parigi.shp,Sulawesi Tengah,Parigi,ptn_parigi.shp,ptn_parigi
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Parigi Selatan\ptn_parigiSelatan.shp,Sulawesi Tengah,Parigi_Selatan,ptn_parigiSelatan.shp,ptn_parigiSelatan
F:\WP3WT\@ Integrasi Data\2014\Sulteng\2013\Kabupaten Parigi Moutong\Kecamatan Torue\ptn_torue.shp,Sulawesi Tengah,Torue,ptn_torue.shp,ptn_torue
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2010\Kabupaten Agam\Kecamatan Tanjung Mutiara\ptn_tanjungMutiara.shp,Sumatera Barat,Tanjung_Mutiara,ptn_tanjungMutiara.shp,ptn_tanjungMutiara
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2010\Kabupaten Pesisir Selatan\Kecamatan Sutera\ptn_sutera.shp,Sumatera Barat,Sutera,ptn_sutera.shp,ptn_sutera
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2011\Kabupaten Kepulauan Mentawai\Pulau Sinyaunyau\ptn_pulau_sinyaunyau.shp,Sumatera Barat,Pulau_sinyaunyau,ptn_pulau_sinyaunyau.shp,ptn_pulau_sinyaunyau
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2011\Kabupaten Padang Pariaman\Kecamatan Nan Sabaris\ptn_nanSabaris.shp,Sumatera Barat,Nan_Sabaris,ptn_nanSabaris.shp,ptn_nanSabaris
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2011\Kabupaten Padang Pariaman\Kecamatan V Koto Kampung Dalam\ptn_VKotoKampungDalam.shp,Sumatera Barat,V_Dalam,ptn_VKotoKampungDalam.shp,ptn_VKotoKampungDalam
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2012\Kabupaten Padang Pariaman\Kecamatan Batang Anai\ptn_batangAnai.shp,Sumatera Barat,Batang_Anai,ptn_batangAnai.shp,ptn_batangAnai
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2012\Kabupaten Padang Pariaman\Kecamatan Kinali\ptn_kinali.shp,Sumatera Barat,Kinali,ptn_kinali.shp,ptn_kinali
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2012\Kabupaten Padang Pariaman\Kecamatan Ulakan Tapakis\ptn_ulakanTapakis.shp,Sumatera Barat,Ulakan_Tapakis,ptn_ulakanTapakis.shp,ptn_ulakanTapakis
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2013\Kabupaten Agam\Danau Maninjau\ptn_danauManinjau.shp,Sumatera Barat,Danau_Maninjau,ptn_danauManinjau.shp,ptn_danauManinjau
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Koto Balingka\ptn_kotoBalingka.shp,Sumatera Barat,Koto_Balingka,ptn_kotoBalingka.shp,ptn_kotoBalingka
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Luhak Nan Duo\ptn_luhakNanDuo.shp,Sumatera Barat,Luhak_Duo,ptn_luhakNanDuo.shp,ptn_luhakNanDuo
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Sasak Ranah Pasisie\ptn_sasakRanahPasisie.shp,Sumatera Barat,Sasak_Pasisie,ptn_sasakRanahPasisie.shp,ptn_sasakRanahPasisie
F:\WP3WT\@ Integrasi Data\2013\3 Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Sungai Aua\ptn_sungaiAua.shp,Sumatera Barat,Sungai_Aua,ptn_sungaiAua.shp,ptn_sungaiAua
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2010\Kabupaten Agam\Kecamatan Tanjung Mutiara\ptn_tanjungMutiara.shp,Sumatera Barat,Tanjung_Mutiara,ptn_tanjungMutiara.shp,ptn_tanjungMutiara
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2010\Kabupaten Pesisir Selatan\Kecamatan Sutera\ptn_sutera.shp,Sumatera Barat,Sutera,ptn_sutera.shp,ptn_sutera
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2011\Kabupaten Kepulauan Mentawai\Pulau Sinyaunyau\ptn_pulau_sinyaunyau.shp,Sumatera Barat,Pulau_sinyaunyau,ptn_pulau_sinyaunyau.shp,ptn_pulau_sinyaunyau
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2011\Kabupaten Padang Pariaman\Kecamatan Nan Sabaris\ptn_nanSabaris.shp,Sumatera Barat,Nan_Sabaris,ptn_nanSabaris.shp,ptn_nanSabaris
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2011\Kabupaten Padang Pariaman\Kecamatan V Koto Kampung Dalam\ptn_VKotoKampungDalam.shp,Sumatera Barat,V_Dalam,ptn_VKotoKampungDalam.shp,ptn_VKotoKampungDalam
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2012\Kabupaten Padang Pariaman\Kecamatan Batang Anai\ptn_batangAnai.shp,Sumatera Barat,Batang_Anai,ptn_batangAnai.shp,ptn_batangAnai
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2012\Kabupaten Padang Pariaman\Kecamatan Kinali\ptn_kinali.shp,Sumatera Barat,Kinali,ptn_kinali.shp,ptn_kinali
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2012\Kabupaten Padang Pariaman\Kecamatan Ulakan Tapakis\ptn_ulakanTapakis.shp,Sumatera Barat,Ulakan_Tapakis,ptn_ulakanTapakis.shp,ptn_ulakanTapakis
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2013\Kabupaten Agam\Danau Maninjau\ptn_danauManinjau.shp,Sumatera Barat,Danau_Maninjau,ptn_danauManinjau.shp,ptn_danauManinjau
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Koto Balingka\ptn_kotoBalingka.shp,Sumatera Barat,Koto_Balingka,ptn_kotoBalingka.shp,ptn_kotoBalingka
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Luhak Nan Duo\ptn_luhakNanDuo.shp,Sumatera Barat,Luhak_Duo,ptn_luhakNanDuo.shp,ptn_luhakNanDuo
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Sasak Ranah Pasisie\ptn_sasakRanahPasisie.shp,Sumatera Barat,Sasak_Pasisie,ptn_sasakRanahPasisie.shp,ptn_sasakRanahPasisie
F:\WP3WT\@ Integrasi Data\2014\Sumbar\2013\Kabupaten Pasaman Barat\Kecamatan Sungai Aua\ptn_sungaiAua.shp,Sumatera Barat,Sungai_Aua,ptn_sungaiAua.shp,ptn_sungaiAua
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore\ptn_tidore.shp,Maluku Utara,Tidore,ptn_tidore.shp,ptn_tidore
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore Selatan\ptn_tidoreselatan.shp,Maluku Utara,Tidore_Selatan,ptn_tidoreselatan.shp,ptn_tidoreselatan
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore Timur\ptn_tidoretimur.shp,Maluku Utara,Tidore_Timur,ptn_tidoretimur.shp,ptn_tidoretimur
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore Utara\ptn_tidoreutara.shp,Maluku Utara,Tidore_Utara,ptn_tidoreutara.shp,ptn_tidoreutara
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sanana\ptn_sanana.shp,Maluku Utara,Sanana,ptn_sanana.shp,ptn_sanana
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sanana Utara\ptn_sananaUtara.shp,Maluku Utara,Sanana_Utara,ptn_sananaUtara.shp,ptn_sananaUtara
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sulabesi Barat\ptn_sulabesiBarat.shp,Maluku Utara,Sulabes_Barat,ptn_sulabesiBarat.shp,ptn_sulabesiBarat
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sulabesi Tengah\ptn_sulabesiTengah.shp,Maluku Utara,Sulabes_Tengah,ptn_sulabesiTengah.shp,ptn_sulabesiTengah
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sulabesi Timur\ptn_sulabesitTimur.shp,Maluku Utara,Sulabes_Timur,ptn_sulabesitTimur.shp,ptn_sulabesitTimur
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2013\Kabupaten Halmahera Selatan\Kecamatan Bacan\ptn_bacan.shp,Maluku Utara,Bacan,ptn_bacan.shp,ptn_bacan
F:\WP3WT\@ Integrasi Data\2013\30 Malut\2013\Kabupaten Halmahera Selatan\Kecamatan Bacan Barat\ptn_bacanBarat.shp,Maluku Utara,Bacan_Barat,ptn_bacanBarat.shp,ptn_bacanBarat
F:\WP3WT\@ Integrasi Data\2014\Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore\ptn_tidore.shp,Maluku Utara,Tidore,ptn_tidore.shp,ptn_tidore
F:\WP3WT\@ Integrasi Data\2014\Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore Selatan\ptn_tidoreselatan.shp,Maluku Utara,Tidore_Selatan,ptn_tidoreselatan.shp,ptn_tidoreselatan
F:\WP3WT\@ Integrasi Data\2014\Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore Timur\ptn_tidoretimur.shp,Maluku Utara,Tidore_Timur,ptn_tidoretimur.shp,ptn_tidoretimur
F:\WP3WT\@ Integrasi Data\2014\Malut\2010\Kota Tidore Kepulauan\Kecamatan Tidore Utara\ptn_tidoreutara.shp,Maluku Utara,Tidore_Utara,ptn_tidoreutara.shp,ptn_tidoreutara
F:\WP3WT\@ Integrasi Data\2014\Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sanana\ptn_sanana.shp,Maluku Utara,Sanana,ptn_sanana.shp,ptn_sanana
F:\WP3WT\@ Integrasi Data\2014\Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sanana Utara\ptn_sananaUtara.shp,Maluku Utara,Sanana_Utara,ptn_sananaUtara.shp,ptn_sananaUtara
F:\WP3WT\@ Integrasi Data\2014\Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sulabesi Barat\ptn_sulabesiBarat.shp,Maluku Utara,Sulabes_Barat,ptn_sulabesiBarat.shp,ptn_sulabesiBarat
F:\WP3WT\@ Integrasi Data\2014\Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sulabesi Tengah\ptn_sulabesiTengah.shp,Maluku Utara,Sulabes_Tengah,ptn_sulabesiTengah.shp,ptn_sulabesiTengah
F:\WP3WT\@ Integrasi Data\2014\Malut\2011\Kabupaten Kepulauan Sula\Kecamatan Sulabesi Timur\ptn_sulabesitTimur.shp,Maluku Utara,Sulabes_Timur,ptn_sulabesitTimur.shp,ptn_sulabesitTimur
F:\WP3WT\@ Integrasi Data\2014\Malut\2013\Kabupaten Halmahera Selatan\Kecamatan Bacan\ptn_bacan.shp,Maluku Utara,Bacan,ptn_bacan.shp,ptn_bacan
F:\WP3WT\@ Integrasi Data\2014\Malut\2013\Kabupaten Halmahera Selatan\Kecamatan Bacan Barat\ptn_bacanBarat.shp,Maluku Utara,Bacan_Barat,ptn_bacanBarat.shp,ptn_bacanBarat
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2010\Kabupaten Bengkalis\Kecamatan Rupat\ptn_rupat.shp,Riau,Rupat,ptn_rupat.shp,ptn_rupat
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2010\Kabupaten Bengkalis\Kecamatan Rupat Utara\ptn_rupatUtara.shp,Riau,Rupat_Utara,ptn_rupatUtara.shp,ptn_rupatUtara
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2010\Kabupaten Dumai\Kecamatan Dumai Barat\ptn_dumaiBarat.shp,Riau,Dumai_Barat,ptn_dumaiBarat.shp,ptn_dumaiBarat
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2010\Kabupaten Dumai\Kecamatan Dumai Timur\ptn_dumaiTimur.shp,Riau,Dumai_Timur,ptn_dumaiTimur.shp,ptn_dumaiTimur
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2011\Kabupaten Bengkalis\Kecamatan Bantan\ptn_bantan.shp,Riau,Bantan,ptn_bantan.shp,ptn_bantan
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2011\Kabupaten Bengkalis\Kecamatan Bengkalis\ptn_bengkalis.shp,Riau,Bengkalis,ptn_bengkalis.shp,ptn_bengkalis
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2012\Kabupaten Indragiri Hilir\Kecamatan Kateman\ptn_kateman.shp,Riau,Kateman,ptn_kateman.shp,ptn_kateman
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2012\Kabupaten Indragiri Hilir\Kecamatan Mandah\ptn_mandah.shp,Riau,Mandah,ptn_mandah.shp,ptn_mandah
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2012\Kabupaten Indragiri Hilir\Kecamatan Pulau Burung\ptn_pulauBurung.shp,Riau,Pulau_Burung,ptn_pulauBurung.shp,ptn_pulauBurung
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2012\Kabupaten Rokan Hilir\Kecamatan Bangko\ptn_bangko.shp,Riau,Bangko,ptn_bangko.shp,ptn_bangko
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2012\Kabupaten Rokan Hilir\Kecamatan Pekaitan\ptn_pekaitan.shp,Riau,Pekaitan,ptn_pekaitan.shp,ptn_pekaitan
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2012\Kabupaten Rokan Hilir\Kecamatan Sinaboi\ptn_sinaboi.shp,Riau,Sinaboi,ptn_sinaboi.shp,ptn_sinaboi
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2013\Kabupaten Bengkalis\Kecamatan Bukit Batu\ptn_bukitBatu.shp,Riau,Bukit_Batu,ptn_bukitBatu.shp,ptn_bukitBatu
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2013\Kabupaten Bengkalis\Kecamatan Siak Kecil\ptn_siakKecil.shp,Riau,Siak_Kecil,ptn_siakKecil.shp,ptn_siakKecil
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2013\Kabupaten Meranti\Kecamatan Rangsang Barat\ptn_rangsangBarat.shp,Riau,Rangsan_Barat,ptn_rangsangBarat.shp,ptn_rangsangBarat
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2013\Kabupaten Meranti\Kecamatan Tebing Tinggi Barat\ptn_tebingtinggiBarat.shp,Riau,Tebing_Barat,ptn_tebingtinggiBarat.shp,ptn_tebingtinggiBarat
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2013\Kabupaten Meranti\Kecamatan Tebing Tinggi Kota\ptn_tebingTinggiKota.shp,Riau,Tebing_Kota,ptn_tebingTinggiKota.shp,ptn_tebingTinggiKota
F:\WP3WT\@ Integrasi Data\2013\4 Riau\2013\Kabupaten Meranti\Kecamatan Tebing Tinggi Timur\ptn_tebingtinggiTimur.shp,Riau,Tebing_Timur,ptn_tebingtinggiTimur.shp,ptn_tebingtinggiTimur
F:\WP3WT\@ Integrasi Data\2014\Riau\2010\Kabupaten Bengkalis\Kecamatan Rupat\ptn_rupat.shp,Riau,Rupat,ptn_rupat.shp,ptn_rupat
F:\WP3WT\@ Integrasi Data\2014\Riau\2010\Kabupaten Bengkalis\Kecamatan Rupat Utara\ptn_rupatUtara.shp,Riau,Rupat_Utara,ptn_rupatUtara.shp,ptn_rupatUtara
F:\WP3WT\@ Integrasi Data\2014\Riau\2010\Kabupaten Dumai\Kecamatan Dumai Barat\ptn_dumaiBarat.shp,Riau,Dumai_Barat,ptn_dumaiBarat.shp,ptn_dumaiBarat
F:\WP3WT\@ Integrasi Data\2014\Riau\2010\Kabupaten Dumai\Kecamatan Dumai Timur\ptn_dumaiTimur.shp,Riau,Dumai_Timur,ptn_dumaiTimur.shp,ptn_dumaiTimur
F:\WP3WT\@ Integrasi Data\2014\Riau\2011\Kabupaten Bengkalis\Kecamatan Bantan\ptn_bantan.shp,Riau,Bantan,ptn_bantan.shp,ptn_bantan
F:\WP3WT\@ Integrasi Data\2014\Riau\2011\Kabupaten Bengkalis\Kecamatan Bengkalis\ptn_bengkalis.shp,Riau,Bengkalis,ptn_bengkalis.shp,ptn_bengkalis
F:\WP3WT\@ Integrasi Data\2014\Riau\2012\Kabupaten Indragiri Hilir\Kecamatan Kateman\ptn_kateman.shp,Riau,Kateman,ptn_kateman.shp,ptn_kateman
F:\WP3WT\@ Integrasi Data\2014\Riau\2012\Kabupaten Indragiri Hilir\Kecamatan Mandah\ptn_mandah.shp,Riau,Mandah,ptn_mandah.shp,ptn_mandah
F:\WP3WT\@ Integrasi Data\2014\Riau\2012\Kabupaten Indragiri Hilir\Kecamatan Pulau Burung\ptn_pulauBurung.shp,Riau,Pulau_Burung,ptn_pulauBurung.shp,ptn_pulauBurung
F:\WP3WT\@ Integrasi Data\2014\Riau\2012\Kabupaten Rokan Hilir\Kecamatan Bangko\ptn_bangko.shp,Riau,Bangko,ptn_bangko.shp,ptn_bangko
F:\WP3WT\@ Integrasi Data\2014\Riau\2012\Kabupaten Rokan Hilir\Kecamatan Pekaitan\ptn_pekaitan.shp,Riau,Pekaitan,ptn_pekaitan.shp,ptn_pekaitan
F:\WP3WT\@ Integrasi Data\2014\Riau\2012\Kabupaten Rokan Hilir\Kecamatan Sinaboi\ptn_sinaboi.shp,Riau,Sinaboi,ptn_sinaboi.shp,ptn_sinaboi
F:\WP3WT\@ Integrasi Data\2014\Riau\2013\Kabupaten Bengkalis\Kecamatan Bukit Batu\ptn_bukitBatu.shp,Riau,Bukit_Batu,ptn_bukitBatu.shp,ptn_bukitBatu
F:\WP3WT\@ Integrasi Data\2014\Riau\2013\Kabupaten Bengkalis\Kecamatan Siak Kecil\ptn_siakKecil.shp,Riau,Siak_Kecil,ptn_siakKecil.shp,ptn_siakKecil
F:\WP3WT\@ Integrasi Data\2014\Riau\2013\Kabupaten Meranti\Kecamatan Rangsang Barat\ptn_rangsangBarat.shp,Riau,Rangsan_Barat,ptn_rangsangBarat.shp,ptn_rangsangBarat
F:\WP3WT\@ Integrasi Data\2014\Riau\2013\Kabupaten Meranti\Kecamatan Tebing Tinggi Barat\ptn_tebingtinggiBarat.shp,Riau,Tebing_Barat,ptn_tebingtinggiBarat.shp,ptn_tebingtinggiBarat
F:\WP3WT\@ Integrasi Data\2014\Riau\2013\Kabupaten Meranti\Kecamatan Tebing Tinggi Kota\ptn_tebingTinggiKota.shp,Riau,Tebing_Kota,ptn_tebingTinggiKota.shp,ptn_tebingTinggiKota
F:\WP3WT\@ Integrasi Data\2014\Riau\2013\Kabupaten Meranti\Kecamatan Tebing Tinggi Timur\ptn_tebingtinggiTimur.shp,Riau,Tebing_Timur,ptn_tebingtinggiTimur.shp,ptn_tebingtinggiTimur
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2010\Kab. Tanjung Jabung Barat\Kec. Kuala Betara\ptn_kuala_betara.shp,Jambi,Kuala_Betara,ptn_kuala_betara.shp,ptn_kuala_betara
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2010\Kab. Tanjung Jabung Barat\Kec. Tungkal Ilir\ptn_tungkal_ilir.shp,Jambi,Tungkal_Ilir,ptn_tungkal_ilir.shp,ptn_tungkal_ilir
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2010\Kab. Tanjung Jabung Timur\Kec. Kuala Jambi\ptn_kuala_jambi.shp,Jambi,Kuala_Jambi,ptn_kuala_jambi.shp,ptn_kuala_jambi
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Muara Sabak Timur\ptn_muara_sabak_timur.shp,Jambi,Muara_Timur,ptn_muara_sabak_timur.shp,ptn_muara_sabak_timur
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Nipah Panjang\ptn_nipah panjang.shp,Jambi,Nipah_Panjang,ptn_nipah,ptn_nipah_Panjang
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Nipah Panjang\ptn_pulau nipah panjang.shp,Jambi,Nipah_Panjang,ptn_pulau,ptn_pulau_Nipah_Panjang
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Sadu\ptn_pulau berhala.shp,Jambi,Sadu,ptn_pulau,ptn_pulau_Sadu
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2012\Kab. Kerinci\Kec. Danau Kerinci\ptn_danau kerinci.shp,Jambi,Danau_Kerinci,ptn_danau,ptn_danau_Kerinci
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2012\Kab. Kerinci\Kec. Keliling Danau\ptn_keliling_danau.shp,Jambi,Keliling_Danau,ptn_keliling_danau.shp,ptn_keliling_danau
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2012\Kab. Tanjung Jabung Barat\Kec. Seberang Kota\ptn_seberang_kota.shp,Jambi,Seberang_Kota,ptn_seberang_kota.shp,ptn_seberang_kota
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2013\Kab. Tanjung Jabung Timur\Kec. Sadu\ptn_sadu.shp,Jambi,Sadu,ptn_sadu.shp,ptn_sadu
F:\WP3WT\@ Integrasi Data\2013\5 Jambi\2013\Kota Jambi\Kec. Danau Teluk\ptn_danau_teluk.shp,Jambi,Danau_Teluk,ptn_danau_teluk.shp,ptn_danau_teluk
F:\WP3WT\@ Integrasi Data\2014\Jambi\2010\Kab. Tanjung Jabung Barat\Kec. Kuala Betara\ptn_kuala_betara.shp,Jambi,Kuala_Betara,ptn_kuala_betara.shp,ptn_kuala_betara
F:\WP3WT\@ Integrasi Data\2014\Jambi\2010\Kab. Tanjung Jabung Barat\Kec. Tungkal Ilir\ptn_tungkal_ilir.shp,Jambi,Tungkal_Ilir,ptn_tungkal_ilir.shp,ptn_tungkal_ilir
F:\WP3WT\@ Integrasi Data\2014\Jambi\2010\Kab. Tanjung Jabung Timur\Kec. Kuala Jambi\ptn_kuala_jambi.shp,Jambi,Kuala_Jambi,ptn_kuala_jambi.shp,ptn_kuala_jambi
F:\WP3WT\@ Integrasi Data\2014\Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Muara Sabak Timur\ptn_muara_sabak_timur.shp,Jambi,Muara_Timur,ptn_muara_sabak_timur.shp,ptn_muara_sabak_timur
F:\WP3WT\@ Integrasi Data\2014\Jambi\2011\Kab. Tanjung Jabung Timur\Kec. Nipah Panjang\ptn_nipah panjang.shp,Jambi,Nipah_Panjang,ptn_nipah,ptn_nipah_Panjang
